bank_transaction_id,code,gl_record_id,id,invoice_id,message,payment_id,severity,status
9,unmatched_deposit,,1121,,Bank deposit is not linked to an eligible payment,,warning,open
13,unmatched_deposit,,1122,,Bank deposit is not linked to an eligible payment,,warning,open
18,unmatched_deposit,,1123,,Bank deposit is not linked to an eligible payment,,warning,open
21,unmatched_deposit,,1124,,Bank deposit is not linked to an eligible payment,,warning,open
29,unmatched_deposit,,1125,,Bank deposit is not linked to an eligible payment,,warning,open
33,unmatched_deposit,,1126,,Bank deposit is not linked to an eligible payment,,warning,open
35,unmatched_deposit,,1127,,Bank deposit is not linked to an eligible payment,,warning,open
38,unmatched_deposit,,1128,,Bank deposit is not linked to an eligible payment,,warning,open
43,unmatched_deposit,,1129,,Bank deposit is not linked to an eligible payment,,warning,open
51,unmatched_deposit,,1130,,Bank deposit is not linked to an eligible payment,,warning,open
54,unmatched_deposit,,1131,,Bank deposit is not linked to an eligible payment,,warning,open
61,unmatched_deposit,,1132,,Bank deposit is not linked to an eligible payment,,warning,open
70,unmatched_deposit,,1133,,Bank deposit is not linked to an eligible payment,,warning,open
72,unmatched_deposit,,1134,,Bank deposit is not linked to an eligible payment,,warning,open
83,unmatched_deposit,,1135,,Bank deposit is not linked to an eligible payment,,warning,open
87,unmatched_deposit,,1136,,Bank deposit is not linked to an eligible payment,,warning,open
93,unmatched_deposit,,1137,,Bank deposit is not linked to an eligible payment,,warning,open
100,unmatched_deposit,,1138,,Bank deposit is not linked to an eligible payment,,warning,open
103,unmatched_deposit,,1139,,Bank deposit is not linked to an eligible payment,,warning,open
119,unmatched_deposit,,1140,,Bank deposit is not linked to an eligible payment,,warning,open
121,unmatched_deposit,,1141,,Bank deposit is not linked to an eligible payment,,warning,open
126,unmatched_deposit,,1142,,Bank deposit is not linked to an eligible payment,,warning,open
133,unmatched_deposit,,1143,,Bank deposit is not linked to an eligible payment,,warning,open
135,unmatched_deposit,,1144,,Bank deposit is not linked to an eligible payment,,warning,open
140,unmatched_deposit,,1145,,Bank deposit is not linked to an eligible payment,,warning,open
154,unmatched_deposit,,1146,,Bank deposit is not linked to an eligible payment,,warning,open
176,unmatched_deposit,,1147,,Bank deposit is not linked to an eligible payment,,warning,open
179,unmatched_deposit,,1148,,Bank deposit is not linked to an eligible payment,,warning,open
187,unmatched_deposit,,1149,,Bank deposit is not linked to an eligible payment,,warning,open
196,unmatched_deposit,,1150,,Bank deposit is not linked to an eligible payment,,warning,open
201,unmatched_deposit,,1151,,Bank deposit is not linked to an eligible payment,,warning,open
206,unmatched_deposit,,1152,,Bank deposit is not linked to an eligible payment,,warning,open
211,unmatched_deposit,,1153,,Bank deposit is not linked to an eligible payment,,warning,open
213,unmatched_deposit,,1154,,Bank deposit is not linked to an eligible payment,,warning,open
215,unmatched_deposit,,1155,,Bank deposit is not linked to an eligible payment,,warning,open
217,unmatched_deposit,,1156,,Bank deposit is not linked to an eligible payment,,warning,open
222,unmatched_deposit,,1157,,Bank deposit is not linked to an eligible payment,,warning,open
227,unmatched_deposit,,1158,,Bank deposit is not linked to an eligible payment,,warning,open
238,unmatched_deposit,,1159,,Bank deposit is not linked to an eligible payment,,warning,open
241,unmatched_deposit,,1160,,Bank deposit is not linked to an eligible payment,,warning,open
245,unmatched_deposit,,1161,,Bank deposit is not linked to an eligible payment,,warning,open
258,unmatched_deposit,,1162,,Bank deposit is not linked to an eligible payment,,warning,open
262,unmatched_deposit,,1163,,Bank deposit is not linked to an eligible payment,,warning,open
268,unmatched_deposit,,1164,,Bank deposit is not linked to an eligible payment,,warning,open
273,unmatched_deposit,,1165,,Bank deposit is not linked to an eligible payment,,warning,open
275,unmatched_deposit,,1166,,Bank deposit is not linked to an eligible payment,,warning,open
282,unmatched_deposit,,1167,,Bank deposit is not linked to an eligible payment,,warning,open
285,unmatched_deposit,,1168,,Bank deposit is not linked to an eligible payment,,warning,open
292,unmatched_deposit,,1169,,Bank deposit is not linked to an eligible payment,,warning,open
