bank_transaction_id,code,gl_record_id,id,payroll_run_id,severity,status
,unmatched_payroll_gl,JL-2022-001962-01,77,,warning,open
,unmatched_payroll_gl,JL-2022-001962-02,78,,warning,open
,unmatched_payroll_gl,JL-2022-001963-01,79,,warning,open
,unmatched_payroll_gl,JL-2022-001963-02,80,,warning,open
,unmatched_payroll_gl,JL-2022-001964-01,81,,warning,open
,unmatched_payroll_gl,JL-2022-001964-02,82,,warning,open
,unmatched_payroll_gl,JL-2022-001965-01,83,,warning,open
,unmatched_payroll_gl,JL-2022-001965-02,84,,warning,open
,unmatched_payroll_gl,JL-2022-001966-01,85,,warning,open
,unmatched_payroll_gl,JL-2022-001966-02,86,,warning,open
,unmatched_payroll_gl,JL-2022-001967-01,87,,warning,open
,unmatched_payroll_gl,JL-2022-001967-02,88,,warning,open
,unmatched_payroll_gl,JL-2022-001968-01,89,,warning,open
,unmatched_payroll_gl,JL-2022-001968-02,90,,warning,open
,unmatched_payroll_gl,JL-2022-001969-01,91,,warning,open
,unmatched_payroll_gl,JL-2022-001969-02,92,,warning,open
,unmatched_payroll_gl,JL-2022-001970-01,93,,warning,open
,unmatched_payroll_gl,JL-2022-001970-02,94,,warning,open
,unmatched_payroll_gl,JL-2022-001971-01,95,,warning,open
,unmatched_payroll_gl,JL-2022-001971-02,96,,warning,open
,unmatched_payroll_gl,JL-2022-001972-01,97,,warning,open
,unmatched_payroll_gl,JL-2022-001972-02,98,,warning,open
,unmatched_payroll_gl,JL-2022-001973-01,99,,warning,open
,unmatched_payroll_gl,JL-2022-001973-02,100,,warning,open
,unmatched_payroll_gl,JL-2022-001974-01,101,,warning,open
,unmatched_payroll_gl,JL-2022-001974-02,102,,warning,open
,unmatched_payroll_gl,JL-2022-001975-01,103,,warning,open
,unmatched_payroll_gl,JL-2022-001975-02,104,,warning,open
,unmatched_payroll_gl,JL-2022-001976-01,105,,warning,open
,unmatched_payroll_gl,JL-2022-001976-02,106,,warning,open
,unmatched_payroll_gl,JL-2022-001977-01,107,,warning,open
,unmatched_payroll_gl,JL-2022-001977-02,108,,warning,open
,unmatched_payroll_gl,JL-2022-001978-01,109,,warning,open
,unmatched_payroll_gl,JL-2022-001978-02,110,,warning,open
,unmatched_payroll_gl,JL-2022-001979-01,111,,warning,open
,unmatched_payroll_gl,JL-2022-001979-02,112,,warning,open
,unmatched_payroll_gl,JL-2022-001980-01,113,,warning,open
,unmatched_payroll_gl,JL-2022-001980-02,114,,warning,open
,unmatched_payroll_gl,JL-2022-001981-01,115,,warning,open
,unmatched_payroll_gl,JL-2022-001981-02,116,,warning,open
,unmatched_payroll_gl,JL-2022-001982-01,117,,warning,open
,unmatched_payroll_gl,JL-2022-001982-02,118,,warning,open
