confidence,deposit_total,gl_total,group_id,invoice_id,invoice_total,matched_amount,payment_total,status
1.000000,802.000000,802.000000,4530,INV-2022-0001,802.000000,802.000000,802.000000,matched
0.850000,0.000000,3403.000000,4531,INV-2022-0002,3403.000000,3403.000000,3403.000000,partially_matched
1.000000,970.000000,970.000000,4532,INV-2022-0003,970.000000,970.000000,970.000000,matched
1.000000,888.000000,888.000000,4533,INV-2022-0004,888.000000,888.000000,888.000000,matched
1.000000,821.000000,821.000000,4534,INV-2022-0005,821.000000,821.000000,821.000000,matched
1.000000,787.000000,787.000000,4535,INV-2022-0006,787.000000,787.000000,787.000000,matched
1.000000,1059.000000,1059.000000,4536,INV-2022-0007,1059.000000,1059.000000,1059.000000,matched
1.000000,849.000000,849.000000,4537,INV-2022-0008,849.000000,849.000000,849.000000,matched
1.000000,1113.000000,1113.000000,4538,INV-2022-0009,1113.000000,1113.000000,1113.000000,matched
1.000000,891.000000,891.000000,4539,INV-2022-0010,891.000000,891.000000,891.000000,matched
1.000000,860.000000,860.000000,4540,INV-2022-0011,860.000000,860.000000,860.000000,matched
1.000000,721.000000,721.000000,4541,INV-2022-0012,721.000000,721.000000,721.000000,matched
1.000000,1174.000000,1174.000000,4542,INV-2022-0013,1174.000000,1174.000000,1174.000000,matched
1.000000,869.000000,869.000000,4543,INV-2022-0014,869.000000,869.000000,869.000000,matched
1.000000,1063.000000,1063.000000,4544,INV-2022-0015,1063.000000,1063.000000,1063.000000,matched
1.000000,1019.000000,1019.000000,4545,INV-2022-0016,1019.000000,1019.000000,1019.000000,matched
1.000000,1184.000000,1184.000000,4546,INV-2022-0017,1184.000000,1184.000000,1184.000000,matched
1.000000,720.000000,720.000000,4547,INV-2022-0018,720.000000,720.000000,720.000000,matched
1.000000,973.000000,973.000000,4548,INV-2022-0019,973.000000,973.000000,973.000000,matched
1.000000,1015.000000,1015.000000,4549,INV-2022-0020,1015.000000,1015.000000,1015.000000,matched
1.000000,964.000000,964.000000,4550,INV-2022-0021,964.000000,964.000000,964.000000,matched
1.000000,791.000000,791.000000,4551,INV-2022-0022,791.000000,791.000000,791.000000,matched
1.000000,1154.000000,1154.000000,4552,INV-2022-0023,1154.000000,1154.000000,1154.000000,matched
1.000000,963.000000,963.000000,4553,INV-2022-0024,963.000000,963.000000,963.000000,matched
1.000000,1119.000000,1119.000000,4554,INV-2022-0025,1119.000000,1119.000000,1119.000000,matched
1.000000,1089.000000,1089.000000,4555,INV-2022-0026,1089.000000,1089.000000,1089.000000,matched
1.000000,959.000000,959.000000,4556,INV-2022-0027,959.000000,959.000000,959.000000,matched
1.000000,917.000000,917.000000,4557,INV-2022-0028,917.000000,917.000000,917.000000,matched
1.000000,901.000000,901.000000,4558,INV-2022-0029,901.000000,901.000000,901.000000,matched
1.000000,969.000000,969.000000,4559,INV-2022-0030,969.000000,969.000000,969.000000,matched
1.000000,970.000000,970.000000,4560,INV-2022-0031,970.000000,970.000000,970.000000,matched
1.000000,889.000000,889.000000,4561,INV-2022-0032,889.000000,889.000000,889.000000,matched
1.000000,907.000000,907.000000,4562,INV-2022-0033,907.000000,907.000000,907.000000,matched
0.850000,0.000000,5779.000000,4563,INV-2022-0034,5779.000000,5779.000000,5779.000000,partially_matched
1.000000,1066.000000,1066.000000,4564,INV-2022-0035,1066.000000,1066.000000,1066.000000,matched
1.000000,1109.000000,1109.000000,4565,INV-2022-0036,1109.000000,1109.000000,1109.000000,matched
1.000000,887.000000,887.000000,4566,INV-2022-0037,887.000000,887.000000,887.000000,matched
1.000000,740.000000,740.000000,4567,INV-2022-0038,740.000000,740.000000,740.000000,matched
1.000000,1000.000000,1000.000000,4568,INV-2022-0039,1000.000000,1000.000000,1000.000000,matched
1.000000,1043.000000,1043.000000,4569,INV-2022-0040,1043.000000,1043.000000,1043.000000,matched
1.000000,835.000000,835.000000,4570,INV-2022-0041,835.000000,835.000000,835.000000,matched
1.000000,780.000000,780.000000,4571,INV-2022-0042,780.000000,780.000000,780.000000,matched
1.000000,1118.000000,1118.000000,4572,INV-2022-0043,1118.000000,1118.000000,1118.000000,matched
1.000000,960.000000,960.000000,4573,INV-2022-0044,960.000000,960.000000,960.000000,matched
1.000000,740.000000,740.000000,4574,INV-2022-0045,740.000000,740.000000,740.000000,matched
1.000000,900.000000,900.000000,4575,INV-2022-0046,900.000000,900.000000,900.000000,matched
1.000000,1117.000000,1117.000000,4576,INV-2022-0047,1117.000000,1117.000000,1117.000000,matched
1.000000,798.000000,798.000000,4577,INV-2022-0048,798.000000,798.000000,798.000000,matched
1.000000,913.000000,913.000000,4578,INV-2022-0049,913.000000,913.000000,913.000000,matched
1.000000,1148.000000,1148.000000,4579,INV-2022-0050,1148.000000,1148.000000,1148.000000,matched
1.000000,1130.000000,1130.000000,4580,INV-2022-0051,1130.000000,1130.000000,1130.000000,matched
1.000000,956.000000,956.000000,4581,INV-2022-0052,956.000000,956.000000,956.000000,matched
1.000000,954.000000,954.000000,4582,INV-2022-0053,954.000000,954.000000,954.000000,matched
1.000000,982.000000,982.000000,4583,INV-2022-0054,982.000000,982.000000,982.000000,matched
1.000000,714.000000,714.000000,4584,INV-2022-0055,714.000000,714.000000,714.000000,matched
1.000000,878.000000,878.000000,4585,INV-2022-0056,878.000000,878.000000,878.000000,matched
1.000000,751.000000,751.000000,4586,INV-2022-0057,751.000000,751.000000,751.000000,matched
1.000000,1087.000000,1087.000000,4587,INV-2022-0058,1087.000000,1087.000000,1087.000000,matched
1.000000,1106.000000,1106.000000,4588,INV-2022-0059,1106.000000,1106.000000,1106.000000,matched
1.000000,842.000000,842.000000,4589,INV-2022-0060,842.000000,842.000000,842.000000,matched
1.000000,735.000000,735.000000,4590,INV-2022-0061,735.000000,735.000000,735.000000,matched
1.000000,726.000000,726.000000,4591,INV-2022-0062,726.000000,726.000000,726.000000,matched
0.850000,0.000000,5579.000000,4592,INV-2022-0063,5579.000000,5579.000000,5579.000000,partially_matched
1.000000,485.000000,485.000000,4593,INV-2022-0064,485.000000,485.000000,485.000000,matched
1.000000,569.000000,569.000000,4594,INV-2022-0065,569.000000,569.000000,569.000000,matched
1.000000,533.000000,533.000000,4595,INV-2022-0066,533.000000,533.000000,533.000000,matched
1.000000,507.000000,507.000000,4596,INV-2022-0067,507.000000,507.000000,507.000000,matched
1.000000,527.000000,527.000000,4597,INV-2022-0068,527.000000,527.000000,527.000000,matched
