confidence,deposit_total,gl_total,group_id,invoice_id,invoice_total,matched_amount,payment_total,status
0.850000,0.000000,3403.000000,3023,INV-2022-0002,3403.000000,3403.000000,3403.000000,partially_matched
0.850000,0.000000,5779.000000,3055,INV-2022-0034,5779.000000,5779.000000,5779.000000,partially_matched
0.850000,0.000000,5579.000000,3084,INV-2022-0063,5579.000000,5579.000000,5579.000000,partially_matched
0.850000,0.000000,4712.000000,3116,INV-2022-0095,4712.000000,4712.000000,4712.000000,partially_matched
0.850000,0.000000,4273.000000,3147,INV-2022-0126,4273.000000,4273.000000,4273.000000,partially_matched
0.850000,0.000000,5913.000000,3179,INV-2022-0158,5913.000000,5913.000000,5913.000000,partially_matched
0.850000,0.000000,5625.000000,3210,INV-2022-0189,5625.000000,5625.000000,5625.000000,partially_matched
0.850000,0.000000,4441.000000,3242,INV-2022-0221,4441.000000,4441.000000,4441.000000,partially_matched
0.850000,0.000000,3754.000000,3274,INV-2022-0253,3754.000000,3754.000000,3754.000000,partially_matched
0.850000,0.000000,3185.000000,3305,INV-2022-0284,3185.000000,3185.000000,3185.000000,partially_matched
0.850000,0.000000,3636.000000,3337,INV-2022-0316,3636.000000,3636.000000,3636.000000,partially_matched
0.850000,0.000000,3529.000000,3368,INV-2022-0347,3529.000000,3529.000000,3529.000000,partially_matched
0.850000,0.000000,5068.000000,3400,INV-2023-0379,5068.000000,5068.000000,5068.000000,partially_matched
0.850000,0.000000,5147.000000,3432,INV-2023-0411,5147.000000,5147.000000,5147.000000,partially_matched
0.850000,0.000000,4622.000000,3461,INV-2023-0440,4622.000000,4622.000000,4622.000000,partially_matched
0.850000,0.000000,3939.000000,3493,INV-2023-0472,3939.000000,3939.000000,3939.000000,partially_matched
0.850000,0.000000,5381.000000,3524,INV-2023-0503,5381.000000,5381.000000,5381.000000,partially_matched
0.850000,0.000000,3374.000000,3556,INV-2023-0535,3374.000000,3374.000000,3374.000000,partially_matched
0.850000,0.000000,5884.000000,3587,INV-2023-0566,5884.000000,5884.000000,5884.000000,partially_matched
0.850000,0.000000,5365.000000,3619,INV-2023-0598,5365.000000,5365.000000,5365.000000,partially_matched
0.850000,0.000000,4851.000000,3651,INV-2023-0630,4851.000000,4851.000000,4851.000000,partially_matched
0.850000,0.000000,4646.000000,3682,INV-2023-0661,4646.000000,4646.000000,4646.000000,partially_matched
0.850000,0.000000,3503.000000,3714,INV-2023-0693,3503.000000,3503.000000,3503.000000,partially_matched
0.850000,0.000000,5008.000000,3745,INV-2023-0724,5008.000000,5008.000000,5008.000000,partially_matched
