bank_transaction_id,code,gl_record_id,id,invoice_id,message,payment_id,severity,status
9,unmatched_deposit,,1292,,Bank deposit is not linked to an eligible payment,,warning,open
13,unmatched_deposit,,1293,,Bank deposit is not linked to an eligible payment,,warning,open
18,unmatched_deposit,,1294,,Bank deposit is not linked to an eligible payment,,warning,open
21,unmatched_deposit,,1295,,Bank deposit is not linked to an eligible payment,,warning,open
29,unmatched_deposit,,1296,,Bank deposit is not linked to an eligible payment,,warning,open
33,unmatched_deposit,,1297,,Bank deposit is not linked to an eligible payment,,warning,open
35,unmatched_deposit,,1298,,Bank deposit is not linked to an eligible payment,,warning,open
38,unmatched_deposit,,1299,,Bank deposit is not linked to an eligible payment,,warning,open
43,unmatched_deposit,,1300,,Bank deposit is not linked to an eligible payment,,warning,open
51,unmatched_deposit,,1301,,Bank deposit is not linked to an eligible payment,,warning,open
54,unmatched_deposit,,1302,,Bank deposit is not linked to an eligible payment,,warning,open
61,unmatched_deposit,,1303,,Bank deposit is not linked to an eligible payment,,warning,open
70,unmatched_deposit,,1304,,Bank deposit is not linked to an eligible payment,,warning,open
72,unmatched_deposit,,1305,,Bank deposit is not linked to an eligible payment,,warning,open
83,unmatched_deposit,,1306,,Bank deposit is not linked to an eligible payment,,warning,open
87,unmatched_deposit,,1307,,Bank deposit is not linked to an eligible payment,,warning,open
93,unmatched_deposit,,1308,,Bank deposit is not linked to an eligible payment,,warning,open
100,unmatched_deposit,,1309,,Bank deposit is not linked to an eligible payment,,warning,open
103,unmatched_deposit,,1310,,Bank deposit is not linked to an eligible payment,,warning,open
119,unmatched_deposit,,1311,,Bank deposit is not linked to an eligible payment,,warning,open
121,unmatched_deposit,,1312,,Bank deposit is not linked to an eligible payment,,warning,open
126,unmatched_deposit,,1313,,Bank deposit is not linked to an eligible payment,,warning,open
133,unmatched_deposit,,1314,,Bank deposit is not linked to an eligible payment,,warning,open
135,unmatched_deposit,,1315,,Bank deposit is not linked to an eligible payment,,warning,open
140,unmatched_deposit,,1316,,Bank deposit is not linked to an eligible payment,,warning,open
154,unmatched_deposit,,1317,,Bank deposit is not linked to an eligible payment,,warning,open
176,unmatched_deposit,,1318,,Bank deposit is not linked to an eligible payment,,warning,open
179,unmatched_deposit,,1319,,Bank deposit is not linked to an eligible payment,,warning,open
187,unmatched_deposit,,1320,,Bank deposit is not linked to an eligible payment,,warning,open
196,unmatched_deposit,,1321,,Bank deposit is not linked to an eligible payment,,warning,open
201,unmatched_deposit,,1322,,Bank deposit is not linked to an eligible payment,,warning,open
206,unmatched_deposit,,1323,,Bank deposit is not linked to an eligible payment,,warning,open
211,unmatched_deposit,,1324,,Bank deposit is not linked to an eligible payment,,warning,open
213,unmatched_deposit,,1325,,Bank deposit is not linked to an eligible payment,,warning,open
