bank_transaction_id,code,gl_record_id,id,invoice_id,message,payment_id,severity,status
,missing_bank_deposit,,1637,INV-2022-0002,Applied payment has no exact bank deposit,,error,open
,missing_bank_deposit,,1638,INV-2022-0034,Applied payment has no exact bank deposit,,error,open
,missing_bank_deposit,,1639,INV-2022-0063,Applied payment has no exact bank deposit,,error,open
,missing_bank_deposit,,1640,INV-2022-0095,Applied payment has no exact bank deposit,,error,open
,missing_bank_deposit,,1641,INV-2022-0126,Applied payment has no exact bank deposit,,error,open
,missing_bank_deposit,,1642,INV-2022-0158,Applied payment has no exact bank deposit,,error,open
,missing_bank_deposit,,1643,INV-2022-0189,Applied payment has no exact bank deposit,,error,open
,missing_bank_deposit,,1644,INV-2022-0221,Applied payment has no exact bank deposit,,error,open
,missing_bank_deposit,,1645,INV-2022-0253,Applied payment has no exact bank deposit,,error,open
,missing_bank_deposit,,1646,INV-2022-0284,Applied payment has no exact bank deposit,,error,open
,missing_bank_deposit,,1647,INV-2022-0316,Applied payment has no exact bank deposit,,error,open
,missing_bank_deposit,,1648,INV-2022-0347,Applied payment has no exact bank deposit,,error,open
,missing_bank_deposit,,1649,INV-2023-0379,Applied payment has no exact bank deposit,,error,open
,missing_bank_deposit,,1650,INV-2023-0411,Applied payment has no exact bank deposit,,error,open
,missing_bank_deposit,,1651,INV-2023-0440,Applied payment has no exact bank deposit,,error,open
,missing_bank_deposit,,1652,INV-2023-0472,Applied payment has no exact bank deposit,,error,open
,missing_bank_deposit,,1653,INV-2023-0503,Applied payment has no exact bank deposit,,error,open
,missing_bank_deposit,,1654,INV-2023-0535,Applied payment has no exact bank deposit,,error,open
,missing_bank_deposit,,1655,INV-2023-0566,Applied payment has no exact bank deposit,,error,open
,missing_bank_deposit,,1656,INV-2023-0598,Applied payment has no exact bank deposit,,error,open
,missing_bank_deposit,,1657,INV-2023-0630,Applied payment has no exact bank deposit,,error,open
,missing_bank_deposit,,1658,INV-2023-0661,Applied payment has no exact bank deposit,,error,open
,missing_bank_deposit,,1659,INV-2023-0693,Applied payment has no exact bank deposit,,error,open
,missing_bank_deposit,,1660,INV-2023-0724,Applied payment has no exact bank deposit,,error,open
9,unmatched_bank_deposit,,1661,,Bank deposit is not linked to an eligible payment,,warning,open
13,unmatched_bank_deposit,,1662,,Bank deposit is not linked to an eligible payment,,warning,open
18,unmatched_bank_deposit,,1663,,Bank deposit is not linked to an eligible payment,,warning,open
21,unmatched_bank_deposit,,1664,,Bank deposit is not linked to an eligible payment,,warning,open
29,unmatched_bank_deposit,,1665,,Bank deposit is not linked to an eligible payment,,warning,open
33,unmatched_bank_deposit,,1666,,Bank deposit is not linked to an eligible payment,,warning,open
35,unmatched_bank_deposit,,1667,,Bank deposit is not linked to an eligible payment,,warning,open
38,unmatched_bank_deposit,,1668,,Bank deposit is not linked to an eligible payment,,warning,open
43,unmatched_bank_deposit,,1669,,Bank deposit is not linked to an eligible payment,,warning,open
51,unmatched_bank_deposit,,1670,,Bank deposit is not linked to an eligible payment,,warning,open
54,unmatched_bank_deposit,,1671,,Bank deposit is not linked to an eligible payment,,warning,open
61,unmatched_bank_deposit,,1672,,Bank deposit is not linked to an eligible payment,,warning,open
70,unmatched_bank_deposit,,1673,,Bank deposit is not linked to an eligible payment,,warning,open
72,unmatched_bank_deposit,,1674,,Bank deposit is not linked to an eligible payment,,warning,open
83,unmatched_bank_deposit,,1675,,Bank deposit is not linked to an eligible payment,,warning,open
87,unmatched_bank_deposit,,1676,,Bank deposit is not linked to an eligible payment,,warning,open
93,unmatched_bank_deposit,,1677,,Bank deposit is not linked to an eligible payment,,warning,open
